review,label
지금 진격의만화덕후편  보다가 너~~~무 짜증나서 글올립니다. 도대체 오바하면서 웃는여자는 누굽니까? 스텝들쪽에 있나본대 웃음소리 너무듣기싫습니다ㅡ.ㅡ별로웃기지도않는데 혼자 겁나크게 오바하면서 부르고...,neg
끝까지 표절이 아니라고 주장하시는 김청기 할아버지님! 창피한 줄 아셔야죠!,neg
진짜 3류 에로영화보다도 못하네,neg
마가렛 미첼님 감사합니다,pos
제목을 바꿔라 : 황마 공주 .  마지막씬은 주인공이 로라가 아니고 황마같은데.. 하이튼 드라마 잘 끝났다.  임성한 드라마는 이제 보고싶지않다.,neg
전체적인  구성은  좋타에  동감..근데스토리자체가  너무뻔하고극진행자체가.긴장감이나..스릴같은게..너무업슴..최근본 영화중  최악.,neg
케빈 넌 걍 10점 먹어ㅎㅎ,pos
내 생에 최고의 영화 다시 없을 명작,pos
"웃기기도하고,감동적이기도 했어요",pos
모험의 로망 그 자체인 영화,pos
지 랄들 하세요 이민자들의 성공기 허울좋은 명분일뿐이고 마피아비판도 명분이고 마피아미화란 미화는 다 시키고 똥폼잡는작품 방구석에 처박혀서 이런거나보고 멋있다고 아우성는 저능아들을 위한작품 세상을 제대로알고 똑바로봐라,neg
미친영화란 이 영화였다 킹스맨 매드맥스가 아니라,pos
예전 영화가 정말 최고의영화가 많다..,pos
"지금 보면 좀 억지 신파극 같은 스토리 주인공들이 너무 바보 멍청이 같음; 상황판단만 잘했어도 둘다 죽진않을건데 요즘으로 치면 죽을병걸려 눈물을 억지로 짜내는 3류소설같음 좀 많이 비현실적임ㅋ물론 영화자체는 잘만듬 핫세도 지적,부드러운 매력이 넘침~",neg
아 내일부터 어떻게 살아가나 ㅠㅠ 내 인생 최대의 낙 ㅠ 내연모 ㅠㅠㅠㅠ,pos
"이런 명작을  무시하는  몇몇의 초중딩들이 있는데  나는 그들한테 이렇게   애기하고   싶다.     ""스타워즈가 유치하면  니들은   뭐냐?""",pos
쓸데없이 내 시간을 빼앗았구나반성문 써 오도록,neg
상어 개간지여서  10점만점에10점이에옄ㅋㅋ,pos
진짜 재미없다 시즌1이랑 비교가 않된다,neg
이 영화 갠히봣네 무슨 막장영화같은데 내용전개 특히 형편없고 뻔한스토리에 영화도 1990년대 영화냐 무슨 아 답없는 영화 갠히 돈주고 봤네 이딴 영화 만들돈 있으면 기부나 해라,neg
"우람한 근육질의 초인에 가까운 주인공이 나약한 악당들을 초토화시키던 그 시절 나타난 인간미 넘치고 수다스러운, 현실에 있을 법한 주인공은 액션영화의 새로운 공식을 만들었다.",pos
너무 재밌네요~ 화면도 예쁘구요ㅎㅎ 잘봤습니다^^,pos
가출-살인-불륜-납치감금-테러- 자살로 이어지는 극단적 탈선영화,neg
"심사를 좀더 잘 했으면,,악뮤.........",neg
왜 별 0개는 없는거죠? 유플릭스로 봣는데 평점 1이 되어잇길래 살짝 불안햇는데 초반에 해일이 자동차 덮치는 장면 CG보고선 딱 감이 왓음 ㅠㅠ 살다 살다 이런 영화 처음임 ㅠㅠ,neg
10자도 필요없어 한마디면된다 맞을레??,neg
최고였다 얼마나 많이 봤던가 조드와의 전쟁 81년도에 이런 완성도를 보이다니 지금 봐도 재미있다,pos
살다살다이렇게졸리고재미없는영화처음이에요.,neg
내가 개빡쳐서 로그인하고 댓글남긴다. 이게 재밌다고??? 참 18 재미 있어서 내가 로그인했겠냐??? 어디서 재미도 감동도 없는 영화를  에라이.. 댓글 알바 총출동했다. 18  진짜 바바 내말이 거짓말 인가.. ㅋㅎㅋㅎ,neg
역시 희대의 명작이네요 재미있습니다.,pos
1점 주기도 아깝다 노답이야. 눈뽕 연기 하냐.,neg
나왜이렇게 지루했지?? 정말지루했어 기대하고봐서그런가 뭐지,neg
잡힐듯 안잡힐듯 .  90년대영화가 다그런듯.  요즘 영화보다 스토리 좋다고?   스토리 그대로하고  영상만 다시찍어서 개봉하면 어떻게 될것같냐?  . 말이되는소리를 해야지,neg
김보성과 줄리엣.. 으리없는 년,neg
이거 찍을려면는일본 연예인도 제정신 아닌듯 ㄷㄷ..,neg
죠스 원작 정말 최고인 것 같습니다!,pos
"토토와 아저씨의 아름다운 우정이 안타까우면서도 감동적이고, 마지막 장면에서 정말 가슴이 따뜻해지는 영화",pos
"ㅋㅋㅋ 애들이 주연으로 등장하고 눈물 연기 찍어놨는데도 감동없는 영화는 드물지 않나?? 80년대도 아니고 말이지, 스토리도 공감 안되고ㅋㅋㅋ 보다가 눈물?? 시끄러워서ㅋㅋ 차라리 옛날 영화 라이온킹 하쿠나마타타 한번 더 보는걸 추천.ㅋ",neg
근 10년동안의 에니중 잴 재미없다어쩧게 이따구로 만들었냐,neg
호롤롤롤로로롤롤롤로로롤,pos
이 영화보다 화려한 CG는 본 적이 없다. 이 영화는 제대로 미쳤다.,neg
내연모ㅠㅠㅠㅠ 끝나서 아쉽다ㅠㅠ,pos
근데 노래 너무못한다;;;,neg
한마디로 이 영화는 차승원이란 배우가 아까울 정도다!,neg
나이들어 보니 더 훌륭함이 느껴지는 영화.. 40년전에 이렇게 훌륭한 영화를 만들었다는게 대단할 뿐이다. 볼 때마다 가슴가득한 감동..,pos
정말 잊혀지지 않는 음악과...장면들...,pos
내가본 액션영화중에 최고는 본시리즈였지만 이걸본후 88도 영화지만 이게 최고가 될거같다.,pos
눈물나다.,neg
여자주인공이 너무 사랑스러웠다~,pos
난괜찮던데...악평이왜케많지..내가팬이라서그런가?ㅎ,pos
슈퍼맨은 이작품이 최고,pos
어서와 별점테러는 처음이지?,neg
과감한 폐지에 박수를 보낸다!!,neg
스토리 없고 엘사가 어떻게 초능력 가지게 됬는데?,neg
허접한 초딩영화!! 어릴적에 람보와 비교했던게 스텔론 형한테 죄송하다~,neg
전에 봤는데 별 내용없이 없어용,neg
kbs도 성우극회가 있을텐데 그걸 kbs 개그맨이 까네??,neg
어릴 때 봤던 최고의 명작.,pos
잘나가다가 중간에 미스 캐스팅 몇명으로 인해 안봤다!!,neg
쓰레기 영화 1점드림,neg
정말 가슴이 따듯해지는 영화,pos
앞에 쪽 보변 뒤 쪽은 안 보고도 알겟다....,neg
최고란 말이 아깝지 않은 영화,pos
무겁지도 않지만 또한 가볍지도 않게 정치와 연애를 맛깔나게 풀어간 수작,pos
딱보니 중딩 배우 밀어줄라고 만든 영화 ㅋㅋ 쓸데없이 있으나마나한 의미없는 배역에 대사는 개많음 ㅋ  감독이나 배우 조카쯤 될라나~,neg
감독. 바로 지구를 떠나라,neg
웬만하면 이런거 댓글안다는데.. 영화 보지마시길 ㅡㅡ욕나옴 ㅡㅡ1점은 어쩔 수 없이 준거임.,neg
"이 번 한주동안 1편부터 정 주행 했는데  그 힘든 싸움을 끝으로 헤이든  크리스텐슨이랑 오비완, 요다 선생님이 마지막에 아빠 미소로 루크 쳐다보면서 훈훈하게 끝나는게 정말 감동이였다 ㅠ_ㅠ 마지막 ost도 자연적인게 완전 좋았고 ㅠ_ㅠ",pos
"제시 핑크맨,, 왓츠업  비~~치이~~",pos
"사랑스러운 영화, 나도 행복할수있었는데",pos
언더시즈 이후로 몇OO동안 몇십편의 영화가 전부 쥣망이네..ㅋㅋ이형님 왜이리 됐냐..ㅠ.ㅠ,neg
몇OO간 이런 영화 안나오겠찌? ㅠㅠ,pos
개꿀잼 간지ㅊㄹ             ㅎㅎㅎㅎ 최고,pos
"전작보다 스케일이 더 커졌고, 배경이 서부시대라서 참 흥미로웠다. 전작과는 달리 마티보다 박사님의 비중이 큰 점이 조금 아쉬웠지만...백투더퓨쳐 4탄이 보고싶을 정도로 긴 여운을 남긴 영화다!",pos
뻔하고 유치하고 상업적인 수출용 영화.. 1959년 배경에 대한민국 어린이가 타이핑대회 나갔다고 해서 코웃음 나왔네.. 우리나라 타겟으로 만드셨쎄여,neg
이딴 영화가 어떻게 7이나 되지   세븐을  디즈니 만화 영화로 만들어버린 수준.,neg
가장 먼저 봐야하는 영화!! 나이가 들어감에따라 또 다른 감동과 여운을 남기는 그야말로시네마천국인 영화!!!,pos
오카다 마사키에 나가사와 마사미,pos
동화책만도 못한 스토리 진행과 허무한 결말...,neg
뜨거운 사나이들의 링 사랑,pos
드래곤볼은 소년만화의 전설!!,pos
One of my favorite animated films of all time!,pos
이게무슨영화에요ㅋㅋCG개떡같이해놈ㅋㅋㅋㅋ이거진심보지마세요돈아까워요,neg
전쟁에 영웅따위는 없다,pos
정치드라마는 처음보는데 이렇게 재밌는 드라마가있다는거에 너무 고맙고 사랑스러웠다 정말 연애초보들한테는 많은 도움이 됬을거같은 드라마일수도있었다는 드라마가 될거같다 정말 이 드라마를 보면서 정치에 대한 문제점을 잘 꼬집어냈다생각된다 정말감사합니다 내연모,pos
언제까지 하는거임 이거?,neg
제이크질렌할...:) 최고,pos
무슨말이필요한가. 이것이바로영화다!,pos
뭘얘기하고싶은 영화인가요?,neg
어린이전용 비디오,neg
정말 재밌는 영화다..............,pos
크리스마스는 케빈과 함께,pos
만화영화처럼 재미있습니다.,pos
돈아까워.. 재미없다. 아이가 중간에 나가자고 할정도임.. 최악..,neg
그냥 애들이랑 볼만하네요.,pos
한개도 아깝다. 보는 내내 답답한 영화 욕하고싶다. 여주인공 소리만 지르는것도 짜증남,neg
내가 본 영화중에 비읍시옷 탑10에 들어간다.,neg
코난시리즈중 최악의 영화,neg
쓰레기같은 작품 쓰는 작가. 별점 마이너스는 없나? 실력있는 작가들에게 기회가 가야할텐데.,neg
명성에 비해 정말모르겠다.,neg
마지막 씬. 진정한 파이터 본능을 보여주네 거리의 파이터 대박!,pos
p2p에서 받아서ㅂ봤는데 내2천포 어쩔 ....,neg
처음 이런 글 남겨봄.... 너무 어이없어서 ㅋㅋㅋ 이건 별 1개도 아까움 ... 애초에 이런 영화는 만들어지지 말았어야함... 스타뎀도 돈만 주면 그냥 막 찍는구나... 진지하게 실망 보.지.마.세.요. 킬링타임조차 안되는 영화....,neg
재미없어요,neg
단군이래 이런 미친 쓰레기영화는 없을 듯 전후무후한 쓰레기 영화,neg
신현준 좀 바꿔라... 지겹다..,neg
올밴 빼지맙시다 뭐하는짓입니까?유세윤씨는 어쩔수없지만무릎팍 지금 올밴 지분이 60%인거 몰라요?툭툭 던져주는 한마디 때문에 관심없는게스트 나와도 보는데...강호동씨의 진행능력과 올밴씨의 예능감은둘다 없어지면 안된다고 생각합니다,neg
사상 최악의 쓰레기 중 하나.스토리 재미없고 배우 연기도 엉망이고케릭터성도 없고 긴장감도 없고컴퓨터 그래픽도 어색하고영화재목은 미이라인데 정작 움직이는 미라는 하나뿐이고이거 보고 10년전에 만든 쥬라기공원 봤는데 더 재미있더라,neg
마지막 반전 빼고 30분만에 전부 예상되는 영화. 그러나 정작 마지막 반전도 별로인 영화,neg
이 글래디에이터 볼라고 검색한게 아닌데,neg
완전 기대 이하,neg
한국의 교육현실을 보면 참으로 암담해진다.,pos
지구가 푸딩때문에 멸망할뻔 했다..,pos
요즘 일밤이 너무 재밌네용 ㅎ..ㅎ,pos
"이런 현실적인 사랑영화 좋다 !!!음악도 춤도 함께 나오고...""우리도 사랑일까"" 재밌게 봤으면 이 영화도 잘 맞을듯",pos
어린 시절 정말 좋아했던 히어로슈퍼맨 멋지고 까리하네 재미있게 즐겨 봤다 ㅋ,pos
예고편 봤었는데 내가 해도 이거보단 잘할듯,neg
재난영화중 최고라고 말해도 과언이 아니다,pos
진심으로 비추합니다.,neg
외숙모ㅡㅡ 그걸말하다니..... 작가에게 치가떨리네요 뭐야이게 ㅋㅋㅋㅋㅋㅋ 참나 ㅋㅋㅋㅋㅋㅋㅋㅋ,neg
"ㅉㅉㅉ, 예전 감독과 출연진들이 잘 한건 아니지만 지금은 좀 애쓰는것 같다",neg
아낙수나문 나오는게 아니네,neg
딴따라가 성우질해서 1점,neg
소니에서 만든 애니매이션은 예외없이 산만하고 실망스럽네..,neg
0주고싶다 볼건 여주몸매뿐,neg
어릴 때 본 영화.. 지금봐도 명작이다,pos
평론가들 뭘 모르네 너무과소평가받은 영화,pos
우주선세트 디자인 한다고 스토리는 개판으로 짠듯.... 이게 괴수영화야 그냥 우주 영화야? 좀 확실하게 하길,neg
1빠,neg
두시간이 넘는 영화지만 전혀 지루하지 않았다. 잔잔한듯하면서도 잔잔하지않는 긴장감이 좋았다,pos
만화영화에서는느낄수없는,neg
""" 테레사 수녀의 가증스런 "" 이라고 검색하고 그녀의 실체나 확인하고 빨아 대시길",neg
오래된 영화인데도 불구하고 몇 번을 다시봐도 재미있고 더 잘 이해하게된다. 장 시간의 영화임에도 몰입되며 완성도가 높다. 시대를 띄어넘는 최고의 걸작.,pos
꿀잼 이게 80년도 작품이다 ㅋ 아놀드형이 선글라스를 고집하는 이유는 당시 연출력의 한계 때문,pos
올리버 스톤이 10년 걸려 쓴 걸작 각본...,pos
참대단한 영화다 참말로,pos
신생아도 못 견딜...  최악,neg
"재난 영화의 고전, 재앙 앞 인간군상의 심리적 표현의 걸작~!",pos
몇번을 봤는지 모른다,pos
문채원 이분 따른 영화에 박평식 있는영화에 무조건 안티 베스트댓글 되셨던분임 ㅋㅋㅋ 재미없는걸 재미없다는게 무슨 문제있음? ㅋㅋ,neg
꼭 다운받아서 보고싶다.,pos
영화사 역대 최고의 3부작.,pos
찜,pos
6회까지보다가 ...그만 쩝,neg
이 프로그램 통해서 많은걸 배웁니다^^ 인간의 조건 화팅♥♥,pos
아.. 이걸 영화라고... 차라리 파워레인저 극장판이 낫겠다.,neg
1점만들래 ㅋㅋ,neg
내 일은 사람을 지키는 거니까 지킨다. 부터가 잘 못 된 원칙이 아닐까요? - 10분에 용의자가 죽고 끝나야 했던 영화!!!!-,neg
만약 이게 외국영화였다면 평점폭탄을 맞았을텐데 한국영화이기에 6점이나 된다는 것이 더 공포. 저질 연출력에 저질 시나리오.. 영화 등장인물중 뭐하나 제대로 된 사람이 없다는 것이 이영화의 최고의 공포가 아닌가 싶다.,neg
말이 필요한 간 프로메테우스 보니 모든 게 이해가 된다.,pos
내용은 괜찮은데 그래픽이....,neg
감독아 반성해라....,neg
1편은 명작 2편은 볼만한 3편은 .....하아....,neg
헉 ㅋㅋㅋ 이영화 7살때봣는데 주연이.. 숀애스틴;!!!! ㅡㅡ대박,pos
"할말없음, 할말이 없음",neg
음 솔직히 이건 아냐팬심으로도 못 보것다,neg
너무재밋어요!!!!!!ㅋㅋㅋㅋㅋㅋㅋ,pos
추억은 방울방울 추억을 먹고 사는 나이가 되니 이 영화가 눈물나도록 고맙다,pos
나이 10대에 동네 힘쎈 형한테 처맞고 부들부들거리며 복수하고싶다는걸 대리만족하는걸 나이 30~40 넘어서도 그짓거리하는 내용임  그러니까 김성모 일본판임   100단  콤보니 초 사이어인이니  노잼  좋은것도 한두번이지,neg
겉멋쓰레기로 똘똘 뭉치다.,neg
존재 자체가 악이다.,neg
"평점이 너무높아 조정한다,,5점짜리 영화다,,영화를 다본 후 드는생각  :  뭐지 이 영화?  암것도 없는 영화",neg
독보적인 성과를 거둔 루카스의 집념과 창대한 역습으로 남을 대중영화.,pos
명작이다. 지금 봐도 대단하다. 역시 스티븐 스필버그!!!,pos
"표절창작물을 기념하는 네이버,  나가이고 엿먹이냐지금?",neg
인디아나 존스 최고의 시리즈. 숀 코너리의 역할이 아주 좋았다.,pos
예고편만 들어봐도 주연들보다 돼지 한마리가 훨씬 자연스럽네;;;;,neg
평점을 물귀신작전으로 쓰면 결국 본인도 당한다. 이영화는 쓰레기다.,neg
미이라시리즈인줄 알았다가 ....개털이네,neg
최고의 영화 강력 추천입니다,pos
충분히 존경받을 영화이긴하다. 가히 성궤의 위력이란..ㄷㄷ,pos
국내 개봉하는것만으로도  감사하라고?;; 극장에  재미있는 영화  보러가지 제작자들 돈 퍼줄  요량으로  가나요;; 멍청한 생각임  스토리도 부실하고  헌터 특유의  머리싸움이나 능력배틀도 형편없음.. 특질계라고 하면 다  돼냐  그리고...,neg
보는 내내 즐거웠던 영화~  여주가 너무 사랑스럽고♥ 남자주인공의 꿀 떨어지는 눈빛이 설레는 영화ㅋㅋㅋ,pos
어린시절 꿈과 환상을 심어준 명작,pos
미래는 너희들이 만들어 나가는거야!!!,pos
내용도 없고 느낌도 없고 공기같은 영화,neg
h,neg
아니요,neg
미치도록 돈아깝고 허접해요~,neg
최고,pos
평점1점이아까운영화이다. 이런 병맛같은 영화는 처음이다. 영화보기 전에 사전조사를 해야함다는것을 일께워준 존나 좋은 영화이고 이런영화가 2012년에 만들어졌다는것이 못 믿겨질 정도이다,neg
정말 최고의 영화다. 특히 초반 50분이 가장 맘에 든 영화였다.,pos
전북지역에도 좀...;ㅅ;,pos
영화를 보니 왜 수작이라고 하는지 알수있었음 긴 러닝타임이 하나도 지루하지 않았던 영화,pos
아이돌은 제발 안나오게하면 안되여? 나와두 광희나 그런애들이ㄴ나와야지 민호는 정말 아닌듯,neg
"전쟁이란 이런 것, 사랑이란 이런 것... 인생이란 이런 것...",pos
명화의 고전..프랑스 영화다운 결말도 좋고..,pos
개콘 개그맨들 더빙들 하는데 이젠 그만 했으면 좋겠네요.. 더빙도 연기인데...,neg
음...1편은 수작이지 암..그 찬란한 음악의 시작..음악 자체부터 품격이 다르잖아..,pos
이런 대작은 앞으로 나오기 힘들것이다. 30여년만에 다시보는 명화.대연각 화재에서 소재를 얻었다는데 74년도에 제작되었다는것이 믿기지 않을 정도.아직도 CG기술이 미스테리라고 하는데...내 생애 가장 감명깊게 본 영화. 타워링~그 감동은 다,pos
이때 완전 재밌게봤는데..!!,pos
재밌다 톡톡 튀는 매력,pos
서우 빼면 볼게 없는 영화.스토리도 엉망이고 무섭지도 않고..;;,neg
국민학교 때 엄마와 같이 손잡고 극장가서 봤던 행복했던 추억.. 봉제인형이랑 장남감도 많았지.. 이티가 죽었을 때.. 부활 했을 때.. 경찰에게 쫒기다 자전거 타고 하늘로 날라갈 때.. 이젠 아들에게 이 최고의 감동을 물려줘야겠다,pos
내돈...,neg
전편보다 재미는 있으나 인물 구성이 아쉬워졌다.,pos
김지민 더빙 존나 못했음....,neg
역시 인디아나존스는 최후의성전이 최고인듯,pos
정말 재미있었다~! 시간여행이 진짜 가능했으면 재미있었을텐데~,pos
호무라쨩ㅠㅠ엉엉엉엉,pos
별 내용도 없다.. 보지마라..재미없다..,neg
절대!!!비추!!!욕나옵니다. 전편미이라를생각하시고보신다면 어마어마한실망을 하실거예요.,neg
내용도 없고 지루하기만하네..,neg
평점 보고봤어야 하는데  저만 느끼는게 아니네요.. 정말 허접스런 CG ㅋㅋ,neg
아무리 영화라지만 정서상으로나 말도안되는 스토리네,neg
아련한 추억이 있는 영화. 극장에 가족이 가서 함께 봤던 영화. 수원 중앙극장의 추억 아직도 기억난다.,pos
"요즘 애들은 모르겠지 내가 어렸을 때 비디오 가게에서  터미네이터1 덜덜 떨면서 봤는데...화려한 cg에만 물든 요즘 애들이 보기엔 좀 촌스러운 영화는 맞음 허나 t1000, t3000, t1억이 나온다 해도 이때의 아놀드의 포스는 절대 못따라간다",pos
초반에...한 4화정도까진 볼만하다가 갑자기 손발 개 오글거리는 연애질 하더니 갑자기 막장드라마 되다가 흐지부지 되더니 끝남. ㅋㅋ 개 쓰레기라고 밖에 말 못하겠음,neg
이영화를 보면 다른 영화들이 다 대작처럼 느껴질정도로 재미없다. 사색과 인생의 의미 어쩌구 하는데 이런식으로 풀어내는건 감독의 모험이다. 일부 매니아 층만 공감하고 즐길듯. 물론 영화보고 묘한느낌에  이런식으로 접근할수도 있구나 하는 생각은 든다.,neg
어떻게 이많은 시리즈가 다 재밌을수가 있지..믿는놈한테발등찍히는내용..음..,pos
경쟁사회 속의 우리의 모습,pos
0.001점은 없는건가요??,neg
2014년 처음으로 본 영환데 실망..액션도 없고 잘짜인 구성도 없고 스릴도 없고 원작파괴에다가 연기도 티나고..,neg
우리 사촌형이 이소룡 따라하다가... 인생이... 그만..ㅜㅜ 미워 이소룡 ㅜㅜ,neg
정말  재미  있고 유쾌한 드라마에요~  강추~시청률이  모든게 아닌거 같아요~사실 첨엔  시청률보고  볼까 말까  하다가  봤는데~너무재미 있어요,pos
두눈똑바로떠라!!!,pos
진심클라라아니다.. 말도행동도다른사람..섭외하기전 그사람에대해 파악좀했으면 ..있는거 지거하네것차럼...,neg
79년이다 어린놈들아. 니들이 정자로도 존재하기전 영화다. 무릎꿇고봐라.,pos
나쁘진않지만좋지도않아요,neg
수호지라고 해서 봤더니... 보는 내내 눈과 귀가 썩는줄 알았다 ㅅㅂ.. 개빡침,neg
심심해서봤는데 충격 그 자체다 더빙을 이렇게할수도있구나 하고 신기하기도하다. 근데 연예인더빙사라지는건 개인적으로 반대다. 꿀벌대소동인가?유재석씨더빙을 재밌게본기억이있어서 그런가보다,neg
말이 필요없지 이건 20년이 지나도 30년이 지나도 sf공포영화의 탑,pos
나 태어났을때 작품이라는게 놀랍다..,pos
이것도 영화냐....  1980년대나 통할 스토리를 2013년도에 써먹으려고 하니 그게 통하냐.,neg
대벅이다,pos
다이하드 시리즈의 시작을 알리다.,pos
망한영화 안웃깁니다 보지마세요,neg
람보1 이후로 람보는 죽었다. 현실성 제로.. 헬쓰클럽 홍보용 영화. 근육 뚱땡이..,neg
화초용 가위 너무 무섭다,neg
러브인아시아를 폐지하지말고 출발 공익팀 시즌2를 페지하는게 나을듯,neg
20대어른이 보아도 재밋고 시대별역사를 되짚어볼수있어 참좋앗네요^^  아이들보여줘도 역사공부도되고 교육에도좋을꺼같아요!!,pos
노벰버 맨 x 노잼버 맨 o,neg
개극혐;;뭔생각으로 이런더빙을 한건지 모르겠음,neg
리암 니슨이 나왔다고 막 주네 그냥,neg
당시 어린이들을 위한 최고의 영화 다만 한글을 알고 보면 더욱더 재미있죠. 당시 국민학교2학때인가 테이프 빌려서 집에서 본 기억이 납니다. 추억이 새록새록 그때가 너무나도 그립습니다. 학교 끝나면 들로 산으로 뛰어 다녔는데... 그때 그친구들 잘 살고,pos
죠스는1편이외에 2~4편은 쓰레기허접작품!!,neg
제임스카메론은 진심 거장인거다,pos
주연배우들은 좀 낮설지만  완전대박이네요..레이싱종류영화거의많이봤는데 다들 아슬아슬어마어마..가슴후련..저도여자치곤 질주를즐기는편이라..ㅋㅋㅋ,pos
하루에 몰아서 봤는데 지루할 틈이 없었다,pos
진정한 명작. 속편도 좋긴하나 역시 1편이 제일,pos
작살나던 차들 진짜 달리던늠들은 아니겠지 설마....분노의질주 못지않다. 차 좋아하는늠들한텐 아카데미작품상감.,pos
박영규랑선우선 볼때마다 역겨움ㅡㅡ드라마가 완전막장이얔ㅋㅋ  작가수준하고는ㅉㅉ엠비씨도 참 드라마 못고르넼ㅋㅋ거지같은드라마ㅡㅡ,neg
정도껏좀해~~임성한! 미 친 것도 정도가있지,neg
딱 기독교수준,neg
1시간 20분 쯤에 바닥에 누워있는 시체랑 성주를 차레대로 보여줄 때  시체 목 부분 잘 봐봐. ㅋㅋㅋ 대동맥이 뛰고 있어. ㅋㅋㅋㅋ. 온 몸이 흙투성이라서 목에 붙어 있는 흙들에의해 빛이 산란되면서 대동맥이 뛰는거 아주 잘보여. 감독앜ㅋㅋㅋ,neg
역시 마마마는 최고의 역작이다,pos
2015년 10월 ..얼마안남았다..나도 날아다니고싶다.,pos
80년대 액션영화의 대명사 람보와 코만도.. 그중에서도 코만도가 더욱 박력이 넘친다. 의욕이 없을때 이걸 보면 의욕이 넘친다.,pos
평점 떨어뜨려봐야지,neg
"무엇을 망설이는가 1,2,3까지 명작인 영화가 백투더퓨쳐말고 있었던가. 나온 시대를 보면 엄청난 영화지",pos
드럽게재미없네진짜 강호동나올때가 피크였지,neg
여튼 ㅊ고,pos
솔직히 오공보다는 이번극장판의 비루스와 배지터 캐릭터가 너무 재밌었어요 신치고는 디게 철없는 듯 하면서 전투력 없는 일반 지구인 한테까지 사과를하는 겸손함을 갖추고 끝까지 여유를 잃지않는 비루스와 그런 비루스에게서 자존심다버리고 지구를 지키려는 배지터,pos
너무재밌다ㅋㅋㅋ굿!!,pos
배경은 니모를 찾아서 2D 판 같아요.. 캐릭터는  샤크 같고.. 뭐지.. 남이 보는눈이 정확한것같은데;,neg
오늘 ocn에서 봤는데 최고임~,pos
신하균ㅠㅠ아 이거보면 ㅠㅠ으,pos
나와 당신의 일생이 담겨있는 영화,pos
말이 필요없는 대작. 갈수록 빠져든다.  천년만년 소장하고 싶은 작품.,pos
믿고보는 아놀드 형님 영화!!!,pos
수많은 고정명작들이 있지만 재난영화중엔 손에 꼽히는 명작...지금 다시봐도 빈틈없다..,pos
이 영화가 과대평가된 영화라는건 뭐지. 1939년 제작 1940년 미국 개봉.인플레이션 감안 역대 압도적 흥행 1위.73년이 지난 지금도 공감가는 명대사들과 확실한 교훈.4시간의 긴 런타임동안 조금의 지루함도 느껴지지 않는 전개.,pos
작품성은 지금 보면 당연히 떨어지지만 추억을 떠올리며..,pos
CG에 눈이 흐려진10대20대는 이 영화를 논하지 마라 내인생 최고의 영화중 하나입니다,pos
나참 시청자가OO인줄알아요즘사람들 얼마나 똑똑한데 드라마를 이OOO루써,neg
와...1984년 작품이라니....크...,pos
안타까움을 감출수 없는 영화,neg
이 둘을 능가하는 콤비는 없다...나에겐 너무나 재밌는 영화!!,pos
미국에 내보내지는 마라,neg
이런 영화를 만들 빠에 그냥 기부를 하는게  이렇게 벗어서 돈 벌빠에 일본처럼 하는게 더 많이 벌것네,neg
헐... 베트남전 초기때다...,neg
록키1이 자기 자신을 넘어서는 영화였다면 록키2는 사랑의 위대함을 보여주는 영화.,pos
무슨 말도 안 되는 신데렐라 스토리. 줄리아 로버츠를 좋아하지 않는 1인,neg
지금봐도 괜찮다 어릴적 충격이였던 추억의 명작,pos
너무질질끈다.작가제발생각좀하자.,neg
1970년대 cg라곤 날라다니는것정도 밖에 없었던 시절에 엄청난 놀라움과 엄청난상상을 보여준 영화였다 내인생의최고의 상상력영화 였다,pos
시작하고 3분 봤을때 개인적으로 싫어하는 영상스타일이었고..역시나..였다. 다신 보고싶지않은 영화.,neg
마지막 목사는 악마가 존재한다는 사실에 분노해서 불속에 십자가와함께 소녀를 구하기위해 죽으로가고 마을사람들과 동네목사는 악마신봉자들 사이비 놈들이였고 내용짜집기 쓰레기내용,neg
쓰레기,neg
내용 다 똑같고 재비없다,neg
꽝,neg
중국애니는 역시 중국애니다,neg
내인생 최악BEST3안에드는 영화 ㅡㅡ;;  딱한번웃어서 1점,neg
이런거 안남기는데 솔직히 억지가 너무 심했다. 여자친구랑 다투고 할거없어서 봤는데도 재미없었네,neg
말이필요함? 게임끝.,pos
영화 보는 내내 긴장감을 늦출 수 없습니다 ㅎ 강추합니다 !,pos
1세기에 이런 영화 나오기 힘들다...,pos
2편까지는 봐줄만했었다,neg
백투더 퓨처 시리즈중 개인적으로 제가 가장 좋아하는 편 당시는 미래의 모습을 정말 흥미롭게보았는데 어느새 지금은 2014년 ..후후...ㅠ_ㅠ 세월 빠르다....(응?),pos
집에서 투니버스 보여주는게  낮습니다. 평점에 문제가 있네요. 애들이 중간부터 자꾸 집에 가자고 졸랐어요.,neg
3편은 존 코너랑 아놀드 슈워제네거 나오면 딱이겠네  이대로 터미네이터 5,neg
악의 손으로부터 신성한 고대의 힘을 지켜내려는 그의 모험은 계속된다,pos
아놔 영화 영자도 모르는 내가 만들어도 이것보단 낫겠다. ^^; 이런거 만들거면 안 만드니보다 못한거야. 좀 한국 영화 수준 후퇴 시키지 좀 말자...,neg
비난만할줄알고끄적대는 분들이 몇보이는데괜히 아카데미최우수작을 받은게 아니지요...,pos
우연히 봤는데  이게 재밌는건가 헐,neg
